Ensembl Protein ID	Ensembl Gene ID	Associated Gene Name
ENSP00000342502	ENSG00000143811	PYCR2
ENSP00000272163	ENSG00000143815	LBR
ENSP00000272164	ENSG00000143816	WNT9A
ENSP00000272167	ENSG00000143819	EPHX1
ENSP00000272190	ENSG00000143839	REN
ENSP00000356172	ENSG00000143842	SOX13
ENSP00000356170	ENSG00000143845	ETNK2
ENSP00000272198	ENSG00000143847	PPFIA4
ENSP00000309116	ENSG00000143851	PTPN7
ENSP00000356236	ENSG00000143858	SYT2
ENSP00000272217	ENSG00000143862	ARL8A
ENSP00000272223	ENSG00000143867	OSR1
ENSP00000272224	ENSG00000143869	GDF7
ENSP00000272227	ENSG00000143870	PDIA6
ENSP00000272233	ENSG00000143878	RHOB
ENSP00000272238	ENSG00000143882	ATP6V1C2
ENSP00000387088	ENSG00000143889	HNRNPLL
ENSP00000272252	ENSG00000143891	GALM
ENSP00000367755	ENSG00000143919	CAMKMT
ENSP00000272286	ENSG00000143921	ABCG8
ENSP00000320663	ENSG00000143924	EML4
ENSP00000272298	ENSG00000143933	CALM2
ENSP00000272317	ENSG00000143947	RPS27A
ENSP00000272321	ENSG00000143951	WDPCP
ENSP00000272322	ENSG00000143952	VPS54
ENSP00000272324	ENSG00000143954	REG3G
ENSP00000391447	ENSG00000143970	ASXL2
ENSP00000272348	ENSG00000143977	SNRPG
ENSP00000326491	ENSG00000143994	ABHD1
ENSP00000272369	ENSG00000143995	MEIS1
ENSP00000418287	ENSG00000144021	CIAO1
ENSP00000317123	ENSG00000144028	SNRNP200
ENSP00000272418	ENSG00000144029	MRPS5
ENSP00000272424	ENSG00000144034	TPRKB
ENSP00000272425	ENSG00000144035	NAT8
ENSP00000272427	ENSG00000144036	EXOC6B
ENSP00000377523	ENSG00000144045	DQX1
ENSP00000272444	ENSG00000144048	DUSP11
ENSP00000355273	ENSG00000144057	ST6GAL2
ENSP00000313169	ENSG00000144061	NPHP1
ENSP00000272462	ENSG00000144063	MALL
ENSP00000272519	ENSG00000144118	RALB
ENSP00000272521	ENSG00000144120	TMEM177
ENSP00000376871	ENSG00000144134	RABL2A
ENSP00000272542	ENSG00000144136	SLC20A1
ENSP00000331411	ENSG00000144152	FBLN7
ENSP00000386488	ENSG00000144161	ZC3H8
ENSP00000342071	ENSG00000144182	LIPT1
ENSP00000272602	ENSG00000144191	CNGA3
ENSP00000272610	ENSG00000144199	FAHD2B
ENSP00000348793	ENSG00000144218	AFF3
ENSP00000272638	ENSG00000144224	UBXN4
ENSP00000280098	ENSG00000144228	SPOPL
ENSP00000272644	ENSG00000144230	GPR17
ENSP00000272645	ENSG00000144231	POLR2D
ENSP00000272647	ENSG00000144233	AMMECR1L
ENSP00000376570	ENSG00000144278	GALNT13
ENSP00000374409	ENSG00000144283	PKP4
ENSP00000303540	ENSG00000144285	SCN1A
ENSP00000272748	ENSG00000144320	KIAA1715
ENSP00000386845	ENSG00000144331	ZNF385B
ENSP00000272771	ENSG00000144339	TMEFF2
ENSP00000306968	ENSG00000144354	CDCA7
ENSP00000354478	ENSG00000144355	DLX1
ENSP00000396068	ENSG00000144357	UBR3
ENSP00000352782	ENSG00000144362	PHOSPHO2
ENSP00000352047	ENSG00000144366	GULP1
ENSP00000340019	ENSG00000144381	HSPD1
ENSP00000391088	ENSG00000144406	UNC80
ENSP00000272847	ENSG00000144407	PTH2R
ENSP00000332592	ENSG00000144451	SPAG16
ENSP00000272895	ENSG00000144452	ABCA12
ENSP00000272902	ENSG00000144455	SUMF1
ENSP00000272928	ENSG00000144476	ACKR3
ENSP00000323926	ENSG00000144481	TRPM8
ENSP00000272937	ENSG00000144485	HES6
ENSP00000339115	ENSG00000144488	ESPNL
ENSP00000272972	ENSG00000144504	ANKMY1
ENSP00000272995	ENSG00000144524	COPS7B
ENSP00000315569	ENSG00000144535	DIS3L2
ENSP00000373343	ENSG00000144550	CPNE9
ENSP00000287647	ENSG00000144554	FANCD2
ENSP00000273037	ENSG00000144559	TAMM41
ENSP00000273047	ENSG00000144566	RAB5A
ENSP00000273062	ENSG00000144579	CTDSP1
ENSP00000273064	ENSG00000144580	RQCD1
ENSP00000273067	ENSG00000144583	Mar-04
ENSP00000295641	ENSG00000144589	STK11IP
ENSP00000315925	ENSG00000144591	GMPPA
ENSP00000380054	ENSG00000144597	EAF1
ENSP00000380602	ENSG00000144619	CNTN4
ENSP00000273130	ENSG00000144635	DYNC1LI1
ENSP00000282538	ENSG00000144644	GADL1
ENSP00000379804	ENSG00000144645	OSBPL10
ENSP00000344125	ENSG00000144647	POMGNT2
ENSP00000273145	ENSG00000144648	ACKR2
ENSP00000273158	ENSG00000144659	SLC25A38
ENSP00000264741	ENSG00000144668	ITGA9
ENSP00000273173	ENSG00000144671	SLC22A14
ENSP00000349305	ENSG00000144674	GOLGA4
ENSP00000273179	ENSG00000144677	CTDSPL
ENSP00000273183	ENSG00000144681	STAC
ENSP00000273221	ENSG00000144711	IQSEC1
ENSP00000387641	ENSG00000144712	CAND2
ENSP00000380156	ENSG00000144713	RPL32
ENSP00000418112	ENSG00000144724	PTPRG
ENSP00000296318	ENSG00000144730	IL17RD
ENSP00000315182	ENSG00000144736	SHQ1
ENSP00000336801	ENSG00000144741	SLC25A26
ENSP00000354340	ENSG00000144744	UBA3
ENSP00000273258	ENSG00000144746	ARL6IP5
ENSP00000381567	ENSG00000144747	TMF1
ENSP00000273261	ENSG00000144749	LRIG1
ENSP00000273286	ENSG00000144771	LRTM1
ENSP00000446743	ENSG00000144785	RP11-977G19.10
ENSP00000273317	ENSG00000144791	LIMD1
ENSP00000325663	ENSG00000144802	NFKBIZ
ENSP00000261037	ENSG00000144810	COL8A1
ENSP00000273347	ENSG00000144815	NXPE3
ENSP00000273353	ENSG00000144821	MYH15
ENSP00000377502	ENSG00000144824	PHLDB2
ENSP00000273368	ENSG00000144834	TAGLN3
ENSP00000273371	ENSG00000144837	PLA1A
ENSP00000273375	ENSG00000144840	RABL3
ENSP00000377370	ENSG00000144847	IGSF11
ENSP00000283290	ENSG00000144848	ATG3
ENSP00000336528	ENSG00000144852	NR1I2
ENSP00000347546	ENSG00000144857	BOC
ENSP00000418401	ENSG00000144867	SRPRB
ENSP00000273430	ENSG00000144891	AGTR1
ENSP00000417235	ENSG00000144893	MED12L
ENSP00000417229	ENSG00000144895	EIF2A
ENSP00000377083	ENSG00000144908	ALDH1L1
ENSP00000296220	ENSG00000144909	OSBPL11
ENSP00000273482	ENSG00000144935	TRPC1
ENSP00000442464	ENSG00000144959	NCEH1
ENSP00000341765	ENSG00000144962	SPATA16
ENSP00000318089	ENSG00000145012	LPP
ENSP00000296343	ENSG00000145016	KIAA0226
ENSP00000273588	ENSG00000145020	AMT
ENSP00000273610	ENSG00000145040	UCN2
ENSP00000393183	ENSG00000145041	VPRBP
ENSP00000432799	ENSG00000145050	MANF
ENSP00000405708	ENSG00000145075	CCDC39
ENSP00000273666	ENSG00000145087	STXBP5L
ENSP00000273668	ENSG00000145088	EAF2
ENSP00000273695	ENSG00000145107	TM4SF19
ENSP00000417498	ENSG00000145113	MUC4
ENSP00000422591	ENSG00000145147	SLIT2
ENSP00000273783	ENSG00000145191	EIF2B5
ENSP00000393887	ENSG00000145192	AHSG
ENSP00000273814	ENSG00000145214	DGKQ
ENSP00000336752	ENSG00000145216	FIP1L1
ENSP00000354721	ENSG00000145217	SLC26A1
ENSP00000345917	ENSG00000145220	LYAR
ENSP00000273853	ENSG00000145241	CENPC
ENSP00000273854	ENSG00000145242	EPHA5
ENSP00000273857	ENSG00000145244	CORIN
ENSP00000273859	ENSG00000145246	ATP10D
ENSP00000423014	ENSG00000145247	OCIAD2
ENSP00000273861	ENSG00000145248	SLC10A4
ENSP00000273905	ENSG00000145283	SLC10A6
ENSP00000316329	ENSG00000145284	SCD5
ENSP00000309509	ENSG00000145287	PLAC8
ENSP00000273920	ENSG00000145293	ENOPH1
ENSP00000421725	ENSG00000145321	GC
ENSP00000273962	ENSG00000145331	TRMT10A
ENSP00000273963	ENSG00000145332	KLHL8
ENSP00000338345	ENSG00000145335	SNCA
ENSP00000273968	ENSG00000145337	PYURF
ENSP00000339740	ENSG00000145349	CAMK2D
ENSP00000273986	ENSG00000145354	CISD2
ENSP00000354830	ENSG00000145358	DDIT4L
ENSP00000349588	ENSG00000145362	ANK2
ENSP00000354911	ENSG00000145365	TIFA
ENSP00000274008	ENSG00000145375	SPATA5
ENSP00000274024	ENSG00000145384	FABP2
ENSP00000274026	ENSG00000145386	CCNA2
ENSP00000373474	ENSG00000145388	METTL14
ENSP00000274030	ENSG00000145390	USP53
ENSP00000274031	ENSG00000145391	SETD7
ENSP00000274054	ENSG00000145414	NAF1
ENSP00000274056	ENSG00000145416	Mar-01
ENSP00000274063	ENSG00000145423	SFRP2
ENSP00000346050	ENSG00000145425	RPS3A
ENSP00000340979	ENSG00000145428	RNF175
ENSP00000422464	ENSG00000145431	PDGFC
ENSP00000303525	ENSG00000145439	CBR4
ENSP00000274093	ENSG00000145451	GLRA3
ENSP00000368079	ENSG00000145476	CYP4V2
ENSP00000274134	ENSG00000145491	ROPN1L
ENSP00000274137	ENSG00000145494	NDUFS6
ENSP00000274140	ENSG00000145495	Mar-06
ENSP00000296849	ENSG00000145506	NKD2
ENSP00000274170	ENSG00000145526	CDH18
ENSP00000274192	ENSG00000145545	SRD5A1
ENSP00000421280	ENSG00000145555	MYO10
ENSP00000274242	ENSG00000145592	RPL37
ENSP00000274255	ENSG00000145604	SKP2
ENSP00000274276	ENSG00000145623	OSMR
ENSP00000274278	ENSG00000145626	UGT3A1
ENSP00000274289	ENSG00000145632	PLK2
ENSP00000274306	ENSG00000145649	GZMA
ENSP00000274335	ENSG00000145675	PIK3R1
ENSP00000274341	ENSG00000145681	HAPLN1
ENSP00000322977	ENSG00000145687	SSBP2
ENSP00000274353	ENSG00000145692	BHMT
ENSP00000274364	ENSG00000145703	IQGAP2
ENSP00000274368	ENSG00000145708	CRHBP
ENSP00000274376	ENSG00000145715	RASA1
ENSP00000274382	ENSG00000145721	LIX1
ENSP00000313070	ENSG00000145725	PPIP5K2
ENSP00000306100	ENSG00000145730	PAM
ENSP00000351575	ENSG00000145734	BDP1
ENSP00000274400	ENSG00000145736	GTF2H2
ENSP00000379836	ENSG00000145740	SLC30A5
ENSP00000369965	ENSG00000145741	BTF3
ENSP00000437464	ENSG00000145743	FBXL17
ENSP00000339804	ENSG00000145777	TSLP
ENSP00000421848	ENSG00000145779	TNFAIP8
ENSP00000274457	ENSG00000145780	FEM1C
ENSP00000274458	ENSG00000145781	COMMD10
ENSP00000425107	ENSG00000145782	ATG12
ENSP00000274473	ENSG00000145794	MEGF10
ENSP00000274496	ENSG00000145817	YIPF5
ENSP00000274498	ENSG00000145819	ARHGAP26
ENSP00000337065	ENSG00000145824	CXCL14
ENSP00000274507	ENSG00000145826	LECT2
ENSP00000346236	ENSG00000145833	DDX46
ENSP00000274520	ENSG00000145839	IL9
ENSP00000274532	ENSG00000145850	TIMD4
ENSP00000430955	ENSG00000145860	RNF145
ENSP00000274545	ENSG00000145863	GABRA6
ENSP00000274547	ENSG00000145864	GABRB2
ENSP00000342023	ENSG00000145868	FBXO38
ENSP00000274565	ENSG00000145879	SPINK7
ENSP00000411593	ENSG00000145888	GLRA1
ENSP00000317891	ENSG00000145901	TNIP1
ENSP00000348578	ENSG00000145907	G3BP1
ENSP00000397178	ENSG00000145908	ZNF300
ENSP00000274605	ENSG00000145911	N4BP3
ENSP00000274606	ENSG00000145912	NHP2
ENSP00000320623	ENSG00000145916	RMND5B
ENSP00000309644	ENSG00000145919	BOD1
ENSP00000352544	ENSG00000145920	CPLX2
ENSP00000429430	ENSG00000145934	TENM2
ENSP00000274629	ENSG00000145936	KCNMB1
ENSP00000274643	ENSG00000145949	MYLK4
ENSP00000348813	ENSG00000145979	TBC1D7
ENSP00000274680	ENSG00000145982	FARS2
ENSP00000368589	ENSG00000145990	GFOD1
ENSP00000274695	ENSG00000145996	CDKAL1
ENSP00000274711	ENSG00000146006	LRRTM2
ENSP00000274712	ENSG00000146007	ZMAT2
ENSP00000274721	ENSG00000146013	GFRA3
ENSP00000312397	ENSG00000146021	KLHL3
ENSP00000367715	ENSG00000146038	DCDC2
ENSP00000274764	ENSG00000146047	HIST1H2BA
ENSP00000274766	ENSG00000146049	KAAG1
ENSP00000274773	ENSG00000146054	TRIM7
ENSP00000320869	ENSG00000146063	TRIM41
ENSP00000274793	ENSG00000146070	PLA2G7
ENSP00000296861	ENSG00000146072	TNFRSF21
ENSP00000274813	ENSG00000146085	MUT
ENSP00000349727	ENSG00000146094	DOK3
ENSP00000274849	ENSG00000146109	ABT1
ENSP00000274867	ENSG00000146122	DAAM2
ENSP00000381654	ENSG00000146151	HMGCLL1
ENSP00000359691	ENSG00000146166	LGSN
ENSP00000274963	ENSG00000146192	FGD2
ENSP00000274979	ENSG00000146205	ANO7
ENSP00000259750	ENSG00000146216	TTBK1
ENSP00000360560	ENSG00000146221	TCTE1
ENSP00000346063	ENSG00000146223	RPL7L1
ENSP00000275015	ENSG00000146232	NFKBIE
ENSP00000275016	ENSG00000146233	CYP39A1
ENSP00000358765	ENSG00000146242	TPBG
ENSP00000358956	ENSG00000146243	IRAK1BP1
ENSP00000275034	ENSG00000146247	PHIP
ENSP00000275053	ENSG00000146263	MMS22L
ENSP00000412673	ENSG00000146276	GABRR1
ENSP00000336931	ENSG00000146278	PNRC1
ENSP00000275072	ENSG00000146281	PM20D2
ENSP00000358549	ENSG00000146282	RARS2
ENSP00000381270	ENSG00000146350	TBC1D32
ENSP00000275169	ENSG00000146360	GPR6
ENSP00000352734	ENSG00000146373	RNF217
ENSP00000349131	ENSG00000146374	RSPO3
ENSP00000275198	ENSG00000146383	TAAR6
ENSP00000275216	ENSG00000146399	TAAR1
ENSP00000275227	ENSG00000146409	SLC18B1
ENSP00000275230	ENSG00000146411	SLC2A12
ENSP00000275233	ENSG00000146414	SHPRH
ENSP00000356056	ENSG00000146425	DYNLT1
ENSP00000327315	ENSG00000146426	TIAM2
ENSP00000356057	ENSG00000146433	TMEM181
ENSP00000351141	ENSG00000146457	WTAP
ENSP00000322915	ENSG00000146463	ZMYM4
ENSP00000356213	ENSG00000146469	VIP
ENSP00000356263	ENSG00000146476	C6orf211
ENSP00000275300	ENSG00000146477	SLC22A3
ENSP00000275364	ENSG00000146535	GNA12
ENSP00000350011	ENSG00000146540	C7orf50
ENSP00000314544	ENSG00000146574	CCZ1B
ENSP00000340220	ENSG00000146576	C7orf26
ENSP00000275423	ENSG00000146587	RBAK
ENSP00000350359	ENSG00000146592	CREB5
ENSP00000275493	ENSG00000146648	EGFR
ENSP00000275517	ENSG00000146670	CDCA5
ENSP00000370473	ENSG00000146674	IGFBP3
ENSP00000379051	ENSG00000146676	PURB
ENSP00000275525	ENSG00000146678	IGFBP1
ENSP00000327070	ENSG00000146701	MDH2
ENSP00000313050	ENSG00000146729	GBAS
ENSP00000275603	ENSG00000146731	CCT6A
ENSP00000275605	ENSG00000146733	PSPH
ENSP00000410759	ENSG00000146776	ATXN7L1
ENSP00000324741	ENSG00000146826	C7orf43
ENSP00000275730	ENSG00000146828	SLC12A9
ENSP00000275732	ENSG00000146830	GIGYF1
ENSP00000348216	ENSG00000146833	TRIM4
ENSP00000308546	ENSG00000146834	MEPCE
ENSP00000380747	ENSG00000146842	TMEM209
ENSP00000388275	ENSG00000146856	AGBL3
ENSP00000275764	ENSG00000146857	STRA8
ENSP00000275780	ENSG00000146872	TLK2
ENSP00000275815	ENSG00000146904	EPHA1
ENSP00000275820	ENSG00000146909	NOM1
ENSP00000317439	ENSG00000146910	CNPY1
ENSP00000348657	ENSG00000146918	NCAPG2
ENSP00000275857	ENSG00000146938	NLGN4X
ENSP00000370299	ENSG00000146950	SHROOM2
ENSP00000348778	ENSG00000146955	RAB19
ENSP00000347005	ENSG00000146963	C7orf55-LUC7L2
ENSP00000369699	ENSG00000147003	TMEM27
ENSP00000380921	ENSG00000147010	SH3KBP1
ENSP00000367882	ENSG00000147036	LANCL3
ENSP00000395220	ENSG00000147041	SYTL5
ENSP00000367408	ENSG00000147044	CASK
ENSP00000367203	ENSG00000147050	KDM6A
ENSP00000364041	ENSG00000147059	SPIN2A
ENSP00000353408	ENSG00000147065	MSN
ENSP00000351327	ENSG00000147081	AKAP4
ENSP00000276014	ENSG00000147082	CCNB3
ENSP00000362674	ENSG00000147099	HDAC8
ENSP00000276033	ENSG00000147100	SLC16A2
ENSP00000366273	ENSG00000147117	ZNF157
ENSP00000276055	ENSG00000147119	CHST7
ENSP00000345797	ENSG00000147121	KRBOX4
ENSP00000276062	ENSG00000147123	NDUFB11
ENSP00000315173	ENSG00000147124	ZNF41
ENSP00000276066	ENSG00000147127	RAB41
ENSP00000322845	ENSG00000147130	ZMYM3
ENSP00000276072	ENSG00000147133	TAF1
ENSP00000276079	ENSG00000147140	NONO
ENSP00000417052	ENSG00000147155	EBP
ENSP00000421172	ENSG00000147160	AWAT2
ENSP00000362824	ENSG00000147162	OGT
ENSP00000363392	ENSG00000147164	SNX12
ENSP00000362935	ENSG00000147166	ITGB1BP2
ENSP00000363318	ENSG00000147168	IL2RG
ENSP00000321348	ENSG00000147202	DIAPH2
ENSP00000378504	ENSG00000147206	NXF3
ENSP00000361512	ENSG00000147224	PRPS1
ENSP00000361628	ENSG00000147231	CXorf57
ENSP00000276198	ENSG00000147246	HTR2C
ENSP00000276202	ENSG00000147251	DOCK11
ENSP00000359940	ENSG00000147255	IGSF1
ENSP00000276211	ENSG00000147256	ARHGAP36
ENSP00000377836	ENSG00000147257	GPC3
ENSP00000276218	ENSG00000147262	GPR119
ENSP00000359645	ENSG00000147274	RBMX
ENSP00000342924	ENSG00000147316	MCPH1
ENSP00000276282	ENSG00000147324	MFHAS1
ENSP00000276326	ENSG00000147364	FBXO25
ENSP00000358951	ENSG00000147380	OPN1MW
ENSP00000276344	ENSG00000147381	MAGEA4
ENSP00000384396	ENSG00000147382	FAM58A
ENSP00000359297	ENSG00000147383	NSDHL
ENSP00000440847	ENSG00000147394	ZNF185
ENSP00000359300	ENSG00000147400	CETN2
ENSP00000359329	ENSG00000147402	GABRQ
ENSP00000341730	ENSG00000147403	RPL10
ENSP00000310891	ENSG00000147408	CSGALNACT1
ENSP00000276390	ENSG00000147416	ATP6V1B2
ENSP00000289957	ENSG00000147432	CHRNB3
ENSP00000276410	ENSG00000147434	CHRNA6
ENSP00000276414	ENSG00000147437	GNRH1
ENSP00000276416	ENSG00000147439	BIN3
ENSP00000276420	ENSG00000147443	DOK2
ENSP00000429200	ENSG00000147454	SLC25A37
ENSP00000324491	ENSG00000147457	CHMP7
ENSP00000276440	ENSG00000147459	DOCK5
ENSP00000276449	ENSG00000147465	STAR
ENSP00000276461	ENSG00000147475	ERLIN2
ENSP00000429276	ENSG00000147481	SNTG1
ENSP00000348645	ENSG00000147485	PXDNL
ENSP00000276480	ENSG00000147488	ST18
ENSP00000297313	ENSG00000147509	RGS20
ENSP00000321703	ENSG00000147526	TACC1
ENSP00000350378	ENSG00000147533	GOLGA7
ENSP00000276533	ENSG00000147536	GINS4
ENSP00000313983	ENSG00000147548	WHSC1L1
ENSP00000276570	ENSG00000147570	DNAJC5B
ENSP00000276571	ENSG00000147571	CRH
ENSP00000323913	ENSG00000147573	TRIM55
ENSP00000379865	ENSG00000147576	ADHFE1
ENSP00000276585	ENSG00000147586	MRPS28
ENSP00000256103	ENSG00000147588	PMP2
ENSP00000276590	ENSG00000147592	LACTB2
ENSP00000276594	ENSG00000147596	PRDM14
ENSP00000276603	ENSG00000147601	TERF1
ENSP00000339795	ENSG00000147604	RPL7
ENSP00000309504	ENSG00000147606	SLC26A7
ENSP00000285393	ENSG00000147614	ATP6V0D2
ENSP00000276646	ENSG00000147642	SYBU
ENSP00000276651	ENSG00000147647	DPYS
ENSP00000338235	ENSG00000147649	MTDH
ENSP00000337675	ENSG00000147654	EBAG9
ENSP00000276659	ENSG00000147655	RSPO2
ENSP00000342889	ENSG00000147669	POLR2K
ENSP00000429931	ENSG00000147677	EIF3H
ENSP00000308332	ENSG00000147679	UTP23
ENSP00000276689	ENSG00000147684	NDUFB9
ENSP00000276708	ENSG00000147697	GSDMC
ENSP00000366522	ENSG00000147799	ARHGAP39
ENSP00000301305	ENSG00000147804	SLC39A4
ENSP00000401508	ENSG00000147813	NAPRT1
ENSP00000371532	ENSG00000147852	VLDLR
ENSP00000371230	ENSG00000147853	AK3
ENSP00000276893	ENSG00000147854	UHRF2
ENSP00000370340	ENSG00000147862	NFIB
ENSP00000370297	ENSG00000147869	CER1
ENSP00000276914	ENSG00000147872	PLIN2
ENSP00000259555	ENSG00000147873	IFNA5
ENSP00000369871	ENSG00000147874	HAUS6
ENSP00000276925	ENSG00000147883	CDKN2B
ENSP00000369564	ENSG00000147885	IFNA16
ENSP00000394932	ENSG00000147889	CDKN2A
ENSP00000369339	ENSG00000147894	C9orf72
ENSP00000276943	ENSG00000147896	IFNK
ENSP00000337839	ENSG00000147905	ZCCHC7
ENSP00000403802	ENSG00000147912	FBXO10
ENSP00000277010	ENSG00000147955	SIGMAR1
ENSP00000366612	ENSG00000147996	CBWD5
ENSP00000365782	ENSG00000148019	CEP78
ENSP00000277120	ENSG00000148053	NTRK2
ENSP00000365601	ENSG00000148057	IDNK
ENSP00000364995	ENSG00000148082	SHC3
ENSP00000364883	ENSG00000148090	AUH
ENSP00000277216	ENSG00000148136	OR13C4
ENSP00000277225	ENSG00000148143	ZNF462
ENSP00000363360	ENSG00000148153	INIP
ENSP00000363397	ENSG00000148154	UGCG
ENSP00000363799	ENSG00000148156	ACTL7B
ENSP00000363349	ENSG00000148158	SNX30
ENSP00000286713	ENSG00000148175	STOM
ENSP00000362924	ENSG00000148180	GSN
ENSP00000343867	ENSG00000148187	MRRF
ENSP00000420267	ENSG00000148200	NR6A1
ENSP00000362734	ENSG00000148204	CRB2
ENSP00000362784	ENSG00000148215	OR5C1
ENSP00000386284	ENSG00000148218	ALAD
ENSP00000363308	ENSG00000148225	WDR31
ENSP00000363284	ENSG00000148229	POLE3
ENSP00000361057	ENSG00000148248	SURF4
ENSP00000361110	ENSG00000148288	GBGT1
ENSP00000361042	ENSG00000148290	SURF1
ENSP00000361032	ENSG00000148291	SURF2
ENSP00000361092	ENSG00000148296	SURF6
ENSP00000342343	ENSG00000148297	MED22
ENSP00000361010	ENSG00000148300	REXO4
ENSP00000361076	ENSG00000148303	RPL7A
ENSP00000361180	ENSG00000148308	GTF3C5
ENSP00000277458	ENSG00000148331	ASB6
ENSP00000345341	ENSG00000148334	PTGES2
ENSP00000361558	ENSG00000148335	NTMT1
ENSP00000362029	ENSG00000148337	CIZ1
ENSP00000362159	ENSG00000148339	SLC25A25
ENSP00000361640	ENSG00000148341	SH3GLB2
ENSP00000342385	ENSG00000148344	PTGES
ENSP00000277480	ENSG00000148346	LCN2
ENSP00000300417	ENSG00000148356	LRSAM1
ENSP00000361483	ENSG00000148358	GPR107
ENSP00000277517	ENSG00000148377	IDI2
ENSP00000360777	ENSG00000148384	INPP5E
ENSP00000325827	ENSG00000148396	SEC16A
ENSP00000277540	ENSG00000148399	DPH7
ENSP00000277541	ENSG00000148400	NOTCH1
ENSP00000360406	ENSG00000148408	CACNA1B
ENSP00000277575	ENSG00000148429	USP6NL
ENSP00000366032	ENSG00000148444	COMMD3
ENSP00000365693	ENSG00000148450	MSRB2
ENSP00000365388	ENSG00000148459	PDSS1
ENSP00000277632	ENSG00000148481	FAM188A
ENSP00000366586	ENSG00000148482	SLC39A12
ENSP00000348463	ENSG00000148483	TMEM236
ENSP00000339521	ENSG00000148484	RSU1
ENSP00000366827	ENSG00000148488	ST8SIA6
ENSP00000363921	ENSG00000148498	PARD3
ENSP00000354487	ENSG00000148516	ZEB1
ENSP00000277746	ENSG00000148572	NRBF2
ENSP00000282641	ENSG00000148584	A1CF
ENSP00000361189	ENSG00000148600	CDHR1
ENSP00000361177	ENSG00000148602	LRIT1
ENSP00000352427	ENSG00000148604	RGR
ENSP00000361446	ENSG00000148606	POLR3A
ENSP00000378624	ENSG00000148634	HERC4
ENSP00000361577	ENSG00000148655	C10orf11
ENSP00000319060	ENSG00000148660	CAMK2G
ENSP00000277865	ENSG00000148672	GLUD1
ENSP00000360762	ENSG00000148677	ANKRD1
ENSP00000337949	ENSG00000148680	HTR7
ENSP00000389182	ENSG00000148688	RPP30
ENSP00000360488	ENSG00000148690	FRA10AC1
ENSP00000348381	ENSG00000148700	ADD3
ENSP00000277903	ENSG00000148702	HABP2
ENSP00000358207	ENSG00000148704	VAX1
ENSP00000345575	ENSG00000148719	DNAJB12
ENSP00000362314	ENSG00000148730	EIF4EBP2
ENSP00000277942	ENSG00000148734	NPFFR1
ENSP00000444972	ENSG00000148737	TCF7L2
ENSP00000357643	ENSG00000148773	MKI67
ENSP00000358903	ENSG00000148795	CYP17A1
ENSP00000358865	ENSG00000148798	INA
ENSP00000323047	ENSG00000148824	MTG1
ENSP00000357581	ENSG00000148826	NKX6-2
ENSP00000278060	ENSG00000148832	PAOX
ENSP00000358727	ENSG00000148834	GSTO1
ENSP00000358854	ENSG00000148835	TAF5
ENSP00000278070	ENSG00000148840	PPRC1
ENSP00000278071	ENSG00000148841	ITPRIP
ENSP00000358894	ENSG00000148842	CNNM2
ENSP00000358812	ENSG00000148843	PDCD11
ENSP00000357668	ENSG00000148848	ADAM12
ENSP00000358099	ENSG00000148908	RGS10
ENSP00000278174	ENSG00000148925	BTBD10
ENSP00000278175	ENSG00000148926	ADM
ENSP00000278187	ENSG00000148935	GAS2
ENSP00000379326	ENSG00000148942	SLC5A12
ENSP00000278193	ENSG00000148943	LIN7C
ENSP00000278198	ENSG00000148948	LRRC4C
ENSP00000278200	ENSG00000148950	IMMP1L
ENSP00000278243	ENSG00000148985	PGAP2
ENSP00000308000	ENSG00000149016	TUT1
ENSP00000278282	ENSG00000149021	SCGB1A1
ENSP00000371394	ENSG00000149043	SYT8
ENSP00000278314	ENSG00000149050	ZNF214
ENSP00000278319	ENSG00000149054	ZNF215
ENSP00000278353	ENSG00000149084	HSD17B12
ENSP00000379133	ENSG00000149089	APIP
ENSP00000278360	ENSG00000149090	PAMR1
ENSP00000412178	ENSG00000149091	DGKZ
ENSP00000436049	ENSG00000149100	EIF3M
ENSP00000350990	ENSG00000149115	TNKS1BP1
ENSP00000340200	ENSG00000149124	GLYAT
ENSP00000278407	ENSG00000149131	SERPING1
ENSP00000278409	ENSG00000149133	OR5F1
ENSP00000278412	ENSG00000149136	SSRP1
ENSP00000278426	ENSG00000149150	SLC43A1
ENSP00000400010	ENSG00000149177	PTPRJ
ENSP00000434442	ENSG00000149182	ARFGAP2
ENSP00000435926	ENSG00000149187	CELF1
ENSP00000441927	ENSG00000149212	SESN3
ENSP00000350894	ENSG00000149257	SERPINH1
ENSP00000278559	ENSG00000149260	CAPN5
ENSP00000434466	ENSG00000149262	INTS4
ENSP00000278568	ENSG00000149269	PAK1
ENSP00000433821	ENSG00000149273	RPS3
ENSP00000433757	ENSG00000149292	TTC12
ENSP00000318472	ENSG00000149294	NCAM1
ENSP00000354859	ENSG00000149295	DRD2
ENSP00000260191	ENSG00000149305	HTR3B
ENSP00000278612	ENSG00000149308	NPAT
ENSP00000278616	ENSG00000149311	ATM
ENSP00000278618	ENSG00000149313	AASDHPPT
ENSP00000335557	ENSG00000149346	SLX4IP
ENSP00000278671	ENSG00000149357	LAMTOR1
ENSP00000332170	ENSG00000149380	P4HA3
ENSP00000404063	ENSG00000149403	GRIK4
ENSP00000278742	ENSG00000149418	ST14
ENSP00000384144	ENSG00000149428	HYOU1
ENSP00000278765	ENSG00000149435	GGTLC1
